obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
1097,C8317,"Mantle cell lymphoma, spleen",Y,Y,,,,,10.0,,,
1098,C8318,"Mantle cell lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1099,C8319,"Mantle cell lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1100,C831A,"Mantle cell lymphoma, in remission",N,Y,,,,,10.0,,,
1101,C8330,"Diffuse large B-cell lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1102,C8331,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1103,C8332,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1104,C8333,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1105,C8334,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1106,C8335,"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1107,C8336,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1108,C8337,"Diffuse large B-cell lymphoma, spleen",Y,Y,,,,,10.0,,,
1109,C8338,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1110,C8339,"Diffuse large B-cell lymphoma, extranodal and solid organ sites",Y,N,,,,,10.0,,,
1111,C83390,Primary central nervous system lymphoma,N,Y,,,,,10.0,,,
1112,C83398,Diffuse large B-cell lymphoma of other extranodal and solid organ sites,N,Y,,,,,10.0,,,
1113,C833A,"Diffuse large B-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1114,C8350,"Lymphoblastic (diffuse) lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1115,C8351,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1116,C8352,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1117,C8353,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1118,C8354,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1119,C8355,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1120,C8356,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1121,C8357,"Lymphoblastic (diffuse) lymphoma, spleen",Y,Y,,,,,10.0,,,
1122,C8358,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1123,C8359,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1124,C835A,"Lymphoblastic (diffuse) lymphoma, in remission",N,Y,,,,,10.0,,,
1125,C8370,"Burkitt lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1126,C8371,"Burkitt lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1127,C8372,"Burkitt lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1128,C8373,"Burkitt lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1129,C8374,"Burkitt lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1130,C8375,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1131,C8376,"Burkitt lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1132,C8377,"Burkitt lymphoma, spleen",Y,Y,,,,,10.0,,,
1133,C8378,"Burkitt lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1134,C8379,"Burkitt lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1135,C837A,"Burkitt lymphoma, in remission",N,Y,,,,,10.0,,,
1136,C8380,"Other non-follicular lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1137,C8381,"Other non-follicular lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1138,C8382,"Other non-follicular lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1139,C8383,"Other non-follicular lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1140,C8384,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1141,C8385,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1142,C8386,"Other non-follicular lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1143,C8387,"Other non-follicular lymphoma, spleen",Y,Y,,,,,10.0,,,
1144,C8388,"Other non-follicular lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1145,C8389,"Other non-follicular lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1146,C838A,"Other non-follicular lymphoma, in remission",N,Y,,,,,10.0,,,
1147,C8390,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",Y,Y,,,,,10.0,,,
1148,C8391,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1149,C8392,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1150,C8393,"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1151,C8394,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1152,C8395,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1153,C8396,"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1154,C8397,"Non-follicular (diffuse) lymphoma, unspecified, spleen",Y,Y,,,,,10.0,,,
1155,C8398,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1156,C8399,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1157,C839A,"Non-follicular (diffuse) lymphoma, unspecified, in remission",N,Y,,,,,10.0,,,
1158,C8400,"Mycosis fungoides, unspecified site",Y,Y,,,,,10.0,,,
1159,C8401,"Mycosis fungoides, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1160,C8402,"Mycosis fungoides, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1161,C8403,"Mycosis fungoides, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1162,C8404,"Mycosis fungoides, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1163,C8405,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1164,C8406,"Mycosis fungoides, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1165,C8407,"Mycosis fungoides, spleen",Y,Y,,,,,10.0,,,
1166,C8408,"Mycosis fungoides, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1167,C8409,"Mycosis fungoides, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1168,C840A,"Mycosis fungoides, in remission",N,Y,,,,,10.0,,,
1169,C8410,"Sezary disease, unspecified site",Y,Y,,,,,10.0,,,
1170,C8411,"Sezary disease, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1171,C8412,"Sezary disease, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1172,C8413,"Sezary disease, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1173,C8414,"Sezary disease, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1174,C8415,"Sezary disease, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1175,C8416,"Sezary disease, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1176,C8417,"Sezary disease, spleen",Y,Y,,,,,10.0,,,
1177,C8418,"Sezary disease, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1178,C8419,"Sezary disease, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1179,C841A,"Sezary disease, in remission",N,Y,,,,,10.0,,,
1180,C8440,"Peripheral T-cell lymphoma, not elsewhere classified, unspecified site",Y,Y,,,,,10.0,,,
1181,C8441,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1182,C8442,"Peripheral T-cell lymphoma, not elsewhere classified, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1183,C8443,"Peripheral T-cell lymphoma, not elsewhere classified, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1184,C8444,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1185,C8445,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1186,C8446,"Peripheral T-cell lymphoma, not elsewhere classified, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1187,C8447,"Peripheral T-cell lymphoma, not elsewhere classified, spleen",Y,Y,,,,,10.0,,,
1188,C8448,"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1189,C8449,"Peripheral T-cell lymphoma, not elsewhere classified, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1190,C844A,"Peripheral T-cell lymphoma, not elsewhere classified, in remission",N,Y,,,,,10.0,,,
1191,C8460,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",Y,Y,,,,,10.0,,,
1192,C8461,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1193,C8462,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1194,C8463,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1195,C8464,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1196,C8465,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1197,C8466,"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1198,C8467,"Anaplastic large cell lymphoma, ALK-positive, spleen",Y,Y,,,,,10.0,,,
1199,C8468,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1200,C8469,"Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1201,C846A,"Anaplastic large cell lymphoma, ALK-positive, in remission",N,Y,,,,,10.0,,,
1202,C8470,"Anaplastic large cell lymphoma, ALK-negative, unspecified site",Y,Y,,,,,10.0,,,
1203,C8471,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1204,C8472,"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1205,C8473,"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1206,C8474,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1207,C8475,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1208,C8476,"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1209,C8477,"Anaplastic large cell lymphoma, ALK-negative, spleen",Y,Y,,,,,10.0,,,
1210,C8478,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1211,C8479,"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1212,C847A,"Anaplastic large cell lymphoma, ALK-negative, breast",Y,Y,,,,,10.0,,,
1213,C847B,"Anaplastic large cell lymphoma, ALK-negative, in remission",N,Y,,,,,10.0,,,
1214,C8490,"Mature T/NK-cell lymphomas, unspecified, unspecified site",Y,Y,,,,,10.0,,,
1215,C8491,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1216,C8492,"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1217,C8493,"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1218,C8494,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1219,C8495,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1220,C8496,"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1221,C8497,"Mature T/NK-cell lymphomas, unspecified, spleen",Y,Y,,,,,10.0,,,
1222,C8498,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1223,C8499,"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1224,C849A,"Mature T/NK-cell lymphomas, unspecified, in remission",N,Y,,,,,10.0,,,
1225,C84A0,"Cutaneous T-cell lymphoma, unspecified, unspecified site",Y,Y,,,,,10.0,,,
1226,C84A1,"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1227,C84A2,"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1228,C84A3,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1229,C84A4,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1230,C84A5,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1231,C84A6,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1232,C84A7,"Cutaneous T-cell lymphoma, unspecified, spleen",Y,Y,,,,,10.0,,,
1233,C84A8,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1234,C84A9,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1235,C84AA,"Cutaneous T-cell lymphoma, unspecified, in remission",N,Y,,,,,10.0,,,
1236,C84Z0,"Other mature T/NK-cell lymphomas, unspecified site",Y,Y,,,,,10.0,,,
1237,C84Z1,"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1238,C84Z2,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1239,C84Z3,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1240,C84Z4,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1241,C84Z5,"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1242,C84Z6,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1243,C84Z7,"Other mature T/NK-cell lymphomas, spleen",Y,Y,,,,,10.0,,,
1244,C84Z8,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1245,C84Z9,"Other mature T/NK-cell lymphomas, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1246,C84ZA,"Other mature T/NK-cell lymphomas, in remission",N,Y,,,,,10.0,,,
1247,C8510,"Unspecified B-cell lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1248,C8511,"Unspecified B-cell lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1249,C8512,"Unspecified B-cell lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1250,C8513,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1251,C8514,"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1252,C8515,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1253,C8516,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1254,C8517,"Unspecified B-cell lymphoma, spleen",Y,Y,,,,,10.0,,,
1255,C8518,"Unspecified B-cell lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1256,C8519,"Unspecified B-cell lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1257,C851A,"Unspecified B-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1258,C8520,"Mediastinal (thymic) large B-cell lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1259,C8521,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1260,C8522,"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1261,C8523,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1262,C8524,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1263,C8525,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1264,C8526,"Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1265,C8527,"Mediastinal (thymic) large B-cell lymphoma, spleen",Y,Y,,,,,10.0,,,
1266,C8528,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1267,C8529,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1268,C852A,"Mediastinal (thymic) large B-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1269,C8580,"Other specified types of non-Hodgkin lymphoma, unspecified site",Y,Y,,,,,10.0,,,
1270,C8581,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1271,C8582,"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1272,C8583,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1273,C8584,"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1274,C8585,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1275,C8586,"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1276,C8587,"Other specified types of non-Hodgkin lymphoma, spleen",Y,Y,,,,,10.0,,,
1277,C8588,"Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1278,C8589,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1279,C858A,"Other specified types of non-Hodgkin lymphoma, in remission",N,Y,,,,,10.0,,,
1280,C8590,"Non-Hodgkin lymphoma, unspecified, unspecified site",Y,Y,,,,,10.0,,,
1281,C8591,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",Y,Y,,,,,10.0,,,
1282,C8592,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",Y,Y,,,,,10.0,,,
1283,C8593,"Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",Y,Y,,,,,10.0,,,
1284,C8594,"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",Y,Y,,,,,10.0,,,
1285,C8595,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",Y,Y,,,,,10.0,,,
1286,C8596,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",Y,Y,,,,,10.0,,,
1287,C8597,"Non-Hodgkin lymphoma, unspecified, spleen",Y,Y,,,,,10.0,,,
1288,C8598,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",Y,Y,,,,,10.0,,,
1289,C8599,"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",Y,Y,,,,,10.0,,,
1290,C859A,"Non-Hodgkin lymphoma, unspecified, in remission",N,Y,,,,,10.0,,,
1291,C860,"Extranodal NK/T-cell lymphoma, nasal type",Y,N,,,,,10.0,,,
1292,C8600,"Extranodal NK/T-cell lymphoma, nasal type not having achieved remission",N,Y,,,,,10.0,,,
1293,C8601,"Extranodal NK/T-cell lymphoma, nasal type, in remission",N,Y,,,,,10.0,,,
1294,C861,Hepatosplenic T-cell lymphoma,Y,N,,,,,10.0,,,
1295,C8610,Hepatosplenic T-cell lymphoma not having achieved remission,N,Y,,,,,10.0,,,
1296,C8611,"Hepatosplenic T-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1297,C862,Enteropathy-type (intestinal) T-cell lymphoma,Y,N,,,,,10.0,,,
1298,C8620,Enteropathy-type (intestinal) T-cell lymphoma not having achieved remission,N,Y,,,,,10.0,,,
1299,C8621,"Enteropathy-type (intestinal) T-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1300,C863,Subcutaneous panniculitis-like T-cell lymphoma,Y,N,,,,,10.0,,,
1301,C8630,Subcutaneous panniculitis-like T-cell lymphoma not having achieved remission,N,Y,,,,,10.0,,,
1302,C8631,"Subcutaneous panniculitis-like T-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1303,C864,Blastic NK-cell lymphoma,Y,N,,,,,10.0,,,
1304,C8640,Blastic NK-cell lymphoma not having achieved remission,N,Y,,,,,10.0,,,
1305,C8641,"Blastic NK-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1306,C865,Angioimmunoblastic T-cell lymphoma,Y,N,,,,,10.0,,,
1307,C8650,Angioimmunoblastic T-cell lymphoma not having achieved remission,N,Y,,,,,10.0,,,
1308,C8651,"Angioimmunoblastic T-cell lymphoma, in remission",N,Y,,,,,10.0,,,
1309,C866,Primary cutaneous CD30-positive T-cell proliferations,Y,N,,,,,10.0,,,
1310,C8660,Primary cutaneous CD30-positive T-cell proliferations not having achieved remission,N,Y,,,,,10.0,,,
1311,C8661,"Primary cutaneous CD30-positive T-cell proliferations, in remission",N,Y,,,,,10.0,,,
1312,C880,Waldenstrom macroglobulinemia,Y,N,,,,,10.0,,,
1313,C8800,Waldenstrom macroglobulinemia not having achieved remission,N,Y,,,,,10.0,,,
1314,C8801,"Waldenstrom macroglobulinemia, in remission",N,Y,,,,,10.0,,,
1315,C882,Heavy chain disease,Y,N,,,,,10.0,,,
1316,C8820,Heavy chain disease not having achieved remission,N,Y,,,,,10.0,,,
1317,C8821,"Heavy chain disease, in remission",N,Y,,,,,10.0,,,
1318,C883,Immunoproliferative small intestinal disease,Y,N,,,,,10.0,,,
1319,C8830,Immunoproliferative small intestinal disease not having achieved remission,N,Y,,,,,10.0,,,
1320,C8831,"Immunoproliferative small intestinal disease, in remission",N,Y,,,,,10.0,,,
1321,C884,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],Y,N,,,,,10.0,,,
1322,C8840,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma] not having achieved remission,N,Y,,,,,10.0,,,
1323,C8841,"Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma], in remission",N,Y,,,,,10.0,,,
1324,C888,Other malignant immunoproliferative diseases,Y,N,,,,,10.0,,,
1325,C8880,Other malignant immunoproliferative diseases not having achieved remission,N,Y,,,,,10.0,,,
1326,C8881,"Other malignant immunoproliferative diseases, in remission",N,Y,,,,,10.0,,,
1327,C889,"Malignant immunoproliferative disease, unspecified",Y,N,,,,,10.0,,,
1328,C8890,"Malignant immunoproliferative disease, unspecified not having achieved remission",N,Y,,,,,10.0,,,
1329,C8891,"Malignant immunoproliferative disease, unspecified, in remission",N,Y,,,,,10.0,,,
1330,C9000,Multiple myeloma not having achieved remission,Y,Y,,,,,9.0,,,
1331,C9001,Multiple myeloma in remission,Y,Y,,,,,9.0,,,
1332,C9002,Multiple myeloma in relapse,Y,Y,,,,,9.0,,,
1333,C9010,Plasma cell leukemia not having achieved remission,Y,Y,,,,,9.0,,,
